ticker,date,adjusted
DBC,2010-04-06,21.27052116394043
DBC,2010-04-07,21.19187355041504
DBC,2010-04-08,21.15691566467285
DBC,2010-04-09,21.200613021850586
DBC,2010-04-12,21.18313217163086
DBC,2010-04-13,21.26178550720215
DBC,2010-04-14,21.506473541259766
DBC,2010-04-15,21.585124969482422
DBC,2010-04-16,21.19187355041504
DBC,2010-04-19,20.92096710205078
DBC,2010-04-20,21.087003707885742
DBC,2010-04-21,21.19187355041504
DBC,2010-04-22,21.244304656982422
DBC,2010-04-23,21.38412857055664
DBC,2010-04-26,21.279264450073242
DBC,2010-04-27,20.955921173095703
DBC,2010-04-28,21.025833129882813
DBC,2010-04-29,21.19187355041504
DBC,2010-04-30,21.357912063598633
DBC,2010-05-03,21.462778091430664
DBC,2010-05-04,20.88601303100586
DBC,2010-05-05,20.414108276367188
DBC,2010-05-06,20.01211929321289
DBC,2010-05-07,19.907251358032227
DBC,2010-05-10,20.291765213012695
DBC,2010-05-11,20.256807327270508
DBC,2010-05-12,20.422849655151367
DBC,2010-05-13,20.248069763183594
DBC,2010-05-14,19.732473373413086
DBC,2010-05-17,19.17318344116211
DBC,2010-05-18,19.14696502685547
DBC,2010-05-19,18.97218894958496
DBC,2010-05-20,18.578937530517578
DBC,2010-05-21,18.771190643310547
DBC,2010-05-24,18.753711700439453
DBC,2010-05-25,18.60515594482422
DBC,2010-05-26,18.8061466217041
DBC,2010-05-27,19.356700897216797
DBC,2010-05-28,19.190658569335938
DBC,2010-06-01,18.832365036010742
DBC,2010-06-02,19.0595760345459
DBC,2010-06-03,19.164443969726563
DBC,2010-06-04,18.57019805908203
DBC,2010-06-07,18.60515594482422
DBC,2010-06-08,18.753711700439453
DBC,2010-06-09,18.841102600097656
DBC,2010-06-10,19.155704498291016
DBC,2010-06-11,19.181921005249023
DBC,2010-06-14,19.234355926513672
DBC,2010-06-15,19.557693481445313
DBC,2010-06-16,19.601390838623047
DBC,2010-06-17,19.61012840270996
DBC,2010-06-18,19.575172424316406
DBC,2010-06-21,19.49652099609375
DBC,2010-06-22,19.452829360961914
DBC,2010-06-23,19.129486083984375
DBC,2010-06-24,19.17318344116211
DBC,2010-06-25,19.52273941040039
DBC,2010-06-28,19.313007354736328
DBC,2010-06-29,18.779930114746094
DBC,2010-06-30,18.849843978881836
DBC,2010-07-01,18.561460494995117
DBC,2010-07-02,18.52650260925293
DBC,2010-07-06,18.578937530517578
DBC,2010-07-07,18.99840545654297
DBC,2010-07-08,19.17318344116211
DBC,2010-07-09,19.208139419555664
DBC,2010-07-12,18.989667892456055
DBC,2010-07-13,19.295528411865234
DBC,2010-07-14,19.260574340820313
DBC,2010-07-15,19.444087982177734
DBC,2010-07-16,19.199398040771484
DBC,2010-07-19,19.181921005249023
DBC,2010-07-20,19.339221954345703
DBC,2010-07-21,19.286788940429688
DBC,2010-07-22,19.671302795410156
DBC,2010-07-23,19.61012840270996
DBC,2010-07-26,19.592649459838867
DBC,2010-07-27,19.382919311523438
DBC,2010-07-28,19.46156883239746
DBC,2010-07-29,19.741212844848633
DBC,2010-07-30,20.003379821777344
DBC,2010-08-02,20.38789176940918
DBC,2010-08-03,20.45780372619629
DBC,2010-08-04,20.632583618164063
DBC,2010-08-05,20.536455154418945
DBC,2010-08-06,20.352937698364258
DBC,2010-08-09,20.422849655151367
DBC,2010-08-10,20.204374313354492
DBC,2010-08-11,19.74995231628418
DBC,2010-08-12,19.601390838623047
DBC,2010-08-13,19.583911895751953
DBC,2010-08-16,19.52273941040039
DBC,2010-08-17,19.802385330200195
DBC,2010-08-18,19.723735809326172
DBC,2010-08-19,19.52273941040039
DBC,2010-08-20,19.4003963470459
DBC,2010-08-23,19.269309997558594
DBC,2010-08-24,19.050838470458984
DBC,2010-08-25,19.14696502685547
DBC,2010-08-26,19.365440368652344
DBC,2010-08-27,19.697519302368164
DBC,2010-08-30,19.662561416625977
DBC,2010-08-31,19.4003963470459
DBC,2010-09-01,19.7849063873291
DBC,2010-09-02,19.92473030090332
DBC,2010-09-03,20.029598236083984
DBC,2010-09-07,20.13446617126465
DBC,2010-09-08,20.178157806396484
DBC,2010-09-09,20.06455421447754
DBC,2010-09-10,20.274288177490234
DBC,2010-09-13,20.422849655151367
DBC,2010-09-14,20.484020233154297
DBC,2010-09-15,20.449064254760742
DBC,2010-09-16,20.34419822692871
DBC,2010-09-17,20.414108276367188
DBC,2010-09-20,20.58014678955078
DBC,2010-09-21,20.36167335510254
DBC,2010-09-22,20.484020233154297
DBC,2010-09-23,20.50149917602539
DBC,2010-09-24,20.81610107421875
DBC,2010-09-27,20.67627716064453
DBC,2010-09-28,20.67627716064453
DBC,2010-09-29,20.947181701660156
DBC,2010-09-30,21.069528579711914
DBC,2010-10-01,21.11322021484375
DBC,2010-10-04,21.043312072753906
DBC,2010-10-05,21.47151756286621
DBC,2010-10-06,21.48025894165039
DBC,2010-10-07,21.26178550720215
DBC,2010-10-08,21.969635009765625
DBC,2010-10-11,21.864770889282227
DBC,2010-10-12,21.969635009765625
DBC,2010-10-13,22.07450294494629
DBC,2010-10-14,22.039546966552734
DBC,2010-10-15,21.794858932495117
DBC,2010-10-18,22.01333236694336
DBC,2010-10-19,21.36665153503418
DBC,2010-10-20,21.87350845336914
DBC,2010-10-21,21.602602005004883
DBC,2010-10-22,21.786117553710938
DBC,2010-10-25,21.899723052978516
DBC,2010-10-26,22.01333236694336
DBC,2010-10-27,21.94342041015625
DBC,2010-10-28,22.057025909423828
DBC,2010-10-29,22.004592895507813
DBC,2010-11-01,22.1444149017334
DBC,2010-11-02,22.345409393310547
DBC,2010-11-03,22.450275421142578
DBC,2010-11-04,22.98335075378418
DBC,2010-11-05,23.079479217529297
DBC,2010-11-08,23.14065170288086
DBC,2010-11-09,22.98335075378418
DBC,2010-11-10,23.228038787841797
DBC,2010-11-11,23.035785675048828
DBC,2010-11-12,22.07450294494629
DBC,2010-11-15,22.10945701599121
DBC,2010-11-16,21.454042434692383
DBC,2010-11-17,21.288002014160156
DBC,2010-11-18,21.864770889282227
DBC,2010-11-19,21.550168991088867
DBC,2010-11-22,21.620079040527344
DBC,2010-11-23,21.56764793395996
DBC,2010-11-24,21.969635009765625
DBC,2010-11-26,22.07450294494629
DBC,2010-11-29,22.11819839477539
DBC,2010-11-30,21.908462524414063
DBC,2010-12-01,22.555143356323242
DBC,2010-12-02,22.74740219116211
DBC,2010-12-03,23.035785675048828
DBC,2010-12-06,23.009567260742188
DBC,2010-12-07,22.852266311645508
DBC,2010-12-08,23.02704620361328
DBC,2010-12-09,22.96587371826172
DBC,2010-12-10,22.930917739868164
DBC,2010-12-13,23.158130645751953
DBC,2010-12-14,23.096956253051758
DBC,2010-12-15,23.035785675048828
DBC,2010-12-16,22.957136154174805
DBC,2010-12-17,23.131912231445313
DBC,2010-12-20,23.341644287109375
DBC,2010-12-21,23.490205764770508
DBC,2010-12-22,23.612550735473633
DBC,2010-12-23,23.699941635131836
DBC,2010-12-27,23.656248092651367
DBC,2010-12-28,23.909677505493164
DBC,2010-12-29,23.91841697692871
DBC,2010-12-30,23.63003158569336
DBC,2010-12-31,24.075714111328125
DBC,2011-01-03,24.18058204650879
DBC,2011-01-04,23.857242584228516
DBC,2011-01-05,24.110671997070313
DBC,2011-01-06,23.787330627441406
DBC,2011-01-07,23.699941635131836
DBC,2011-01-10,23.97958755493164
DBC,2011-01-11,24.2504940032959
DBC,2011-01-12,24.407794952392578
DBC,2011-01-13,24.37283706665039
DBC,2011-01-14,24.486446380615234
DBC,2011-01-18,24.460227966308594
DBC,2011-01-19,24.434009552001953
DBC,2011-01-20,24.189321517944336
DBC,2011-01-21,24.434009552001953
DBC,2011-01-24,24.22427749633789
DBC,2011-01-25,23.91841697692871
DBC,2011-01-26,24.451486587524414
DBC,2011-01-27,24.24175453186035
DBC,2011-01-28,24.547618865966797
DBC,2011-01-31,24.932130813598633
DBC,2011-02-01,25.115644454956055
DBC,2011-02-02,25.360336303710938
DBC,2011-02-03,25.19429588317871
DBC,2011-02-04,25.054475784301758
DBC,2011-02-07,24.98456382751465
DBC,2011-02-08,25.15060043334961
DBC,2011-02-09,25.272947311401367
DBC,2011-02-10,25.1243839263916
DBC,2011-02-11,25.036996841430664
DBC,2011-02-14,25.15934181213379
DBC,2011-02-15,24.836002349853516
DBC,2011-02-16,25.01951789855957
DBC,2011-02-17,25.09816551208496
DBC,2011-02-18,25.07195281982422
DBC,2011-02-22,25.036996841430664
DBC,2011-02-23,25.596288681030273
DBC,2011-02-24,25.369077682495117
DBC,2011-02-25,25.928363800048828
DBC,2011-02-28,25.97205924987793
DBC,2011-03-01,26.36530876159668
DBC,2011-03-02,26.470178604125977
DBC,2011-03-03,26.461441040039063
DBC,2011-03-04,26.59252166748047
DBC,2011-03-07,26.470178604125977
DBC,2011-03-08,26.24296760559082
DBC,2011-03-09,26.34783363342285
DBC,2011-03-10,25.91962432861328
DBC,2011-03-11,25.77106475830078
DBC,2011-03-14,25.840974807739258
DBC,2011-03-15,24.897174835205078
DBC,2011-03-16,25.04573631286621
DBC,2011-03-17,25.823497772216797
DBC,2011-03-18,25.97205924987793
DBC,2011-03-21,26.094406127929688
DBC,2011-03-22,26.28666114807129
DBC,2011-03-23,26.339094161987305
DBC,2011-03-24,26.426485061645508
DBC,2011-03-25,26.496395111083984
DBC,2011-03-28,26.138099670410156
DBC,2011-03-29,26.28666114807129
DBC,2011-03-30,26.251707077026367
DBC,2011-03-31,26.66243553161621
DBC,2011-04-01,26.845951080322266
DBC,2011-04-04,27.090641021728516
DBC,2011-04-05,27.116857528686523
DBC,2011-04-06,27.19550895690918
DBC,2011-04-07,27.247941970825195
DBC,2011-04-08,27.894620895385742
DBC,2011-04-11,27.379024505615234
DBC,2011-04-12,26.81973648071289
DBC,2011-04-13,27.029468536376953
DBC,2011-04-14,27.099380493164063
DBC,2011-04-15,27.23920440673828
DBC,2011-04-18,27.073163986206055
DBC,2011-04-19,27.08190155029297
DBC,2011-04-20,27.510107040405273
DBC,2011-04-21,27.711105346679688
DBC,2011-04-25,27.63245391845703
DBC,2011-04-26,27.623716354370117
DBC,2011-04-27,27.789752960205078
DBC,2011-04-28,27.588760375976563
DBC,2011-04-29,27.87714385986328
DBC,2011-05-02,27.597497940063477
DBC,2011-05-03,27.309114456176758
DBC,2011-05-04,26.872169494628906
DBC,2011-05-05,25.07195281982422
DBC,2011-05-06,24.993303298950195
DBC,2011-05-09,25.910888671875
DBC,2011-05-10,26.146839141845703
DBC,2011-05-11,25.30790138244629
DBC,2011-05-12,25.33411979675293
DBC,2011-05-13,25.3778133392334
DBC,2011-05-16,25.04573631286621
DBC,2011-05-17,25.10690689086914
DBC,2011-05-18,25.6137638092041
DBC,2011-05-19,25.412769317626953
DBC,2011-05-20,25.64872169494629
DBC,2011-05-23,25.237991333007813
DBC,2011-05-24,25.578807830810547
DBC,2011-05-25,26.04197120666504
DBC,2011-05-26,26.138099670410156
DBC,2011-05-27,26.28666114807129
DBC,2011-05-31,26.435222625732422
DBC,2011-06-01,26.103145599365234
DBC,2011-06-02,26.330352783203125
DBC,2011-06-03,26.435222625732422
DBC,2011-06-06,26.12936019897461
DBC,2011-06-07,26.374052047729492
DBC,2011-06-08,26.59252166748047
DBC,2011-06-09,26.7410831451416
DBC,2011-06-10,26.461441040039063
DBC,2011-06-13,26.28666114807129
DBC,2011-06-14,26.470178604125977
DBC,2011-06-15,25.762327194213867
DBC,2011-06-16,25.657461166381836
DBC,2011-06-17,25.543851852416992
DBC,2011-06-20,25.40403175354004
DBC,2011-06-21,25.421510696411133
DBC,2011-06-22,25.535114288330078
DBC,2011-06-23,24.993303298950195
DBC,2011-06-24,24.69618034362793
DBC,2011-06-27,24.687437057495117
DBC,2011-06-28,25.1243839263916
DBC,2011-06-29,25.578807830810547
DBC,2011-06-30,25.30790138244629
DBC,2011-07-01,25.342859268188477
DBC,2011-07-05,25.68367576599121
DBC,2011-07-06,25.674938201904297
DBC,2011-07-07,26.216747283935547
DBC,2011-07-08,26.190532684326172
DBC,2011-07-11,25.98953628540039
DBC,2011-07-12,26.216747283935547
DBC,2011-07-13,26.57504653930664
DBC,2011-07-14,26.426485061645508
DBC,2011-07-15,26.66243553161621
DBC,2011-07-18,26.51387596130371
DBC,2011-07-19,26.697389602661133
DBC,2011-07-20,26.784778594970703
DBC,2011-07-21,26.65369415283203
DBC,2011-07-22,26.872169494628906
DBC,2011-07-25,26.7410831451416
DBC,2011-07-26,26.950820922851563
DBC,2011-07-27,26.767301559448242
DBC,2011-07-28,26.67991065979004
DBC,2011-07-29,26.461441040039063
DBC,2011-08-01,26.461441040039063
DBC,2011-08-02,26.461441040039063
DBC,2011-08-03,26.06818962097168
DBC,2011-08-04,25.080690383911133
DBC,2011-08-05,25.185558319091797
DBC,2011-08-08,24.2504940032959
DBC,2011-08-09,24.486446380615234
DBC,2011-08-10,24.591310501098633
DBC,2011-08-11,25.1243839263916
DBC,2011-08-12,25.089427947998047
DBC,2011-08-15,25.395292282104492
DBC,2011-08-16,25.395292282104492
DBC,2011-08-17,25.6137638092041
DBC,2011-08-18,24.98456382751465
DBC,2011-08-19,25.430248260498047
DBC,2011-08-22,25.473941802978516
DBC,2011-08-23,25.73611068725586
DBC,2011-08-24,25.473941802978516
DBC,2011-08-25,25.587549209594727
DBC,2011-08-26,25.875932693481445
DBC,2011-08-29,25.963321685791016
DBC,2011-08-30,26.312877655029297
DBC,2011-08-31,26.3565731048584
DBC,2011-09-01,26.173057556152344
DBC,2011-09-02,26.033233642578125
DBC,2011-09-06,25.945844650268555
DBC,2011-09-07,26.181793212890625
DBC,2011-09-08,26.007015228271484
DBC,2011-09-09,25.596288681030273
DBC,2011-09-12,25.535114288330078
DBC,2011-09-13,25.456464767456055
DBC,2011-09-14,25.33411979675293
DBC,2011-09-15,25.438987731933594
DBC,2011-09-16,25.325380325317383
DBC,2011-09-19,24.897174835205078
DBC,2011-09-20,24.853479385375977
DBC,2011-09-21,24.486446380615234
DBC,2011-09-22,23.621292114257813
DBC,2011-09-23,23.201820373535156
DBC,2011-09-26,23.280473709106445
DBC,2011-09-27,23.673723220825195
DBC,2011-09-28,23.035785675048828
DBC,2011-09-29,23.306690216064453
DBC,2011-09-30,22.502708435058594
DBC,2011-10-03,22.38910675048828
DBC,2011-10-04,22.345409393310547
DBC,2011-10-05,22.660009384155273
DBC,2011-10-06,23.131912231445313
DBC,2011-10-07,23.02704620361328
DBC,2011-10-10,23.54264259338379
DBC,2011-10-11,23.717418670654297
DBC,2011-10-12,23.76111602783203
DBC,2011-10-13,23.813549041748047
DBC,2011-10-14,24.355361938476563
DBC,2011-10-17,24.005802154541016
DBC,2011-10-18,24.13688850402832
DBC,2011-10-19,23.66498565673828
DBC,2011-10-20,23.63003158569336
DBC,2011-10-21,23.75237464904785
DBC,2011-10-24,24.128149032592773
DBC,2011-10-25,24.20680046081543
DBC,2011-10-26,24.06697654724121
DBC,2011-10-27,24.70491600036621
DBC,2011-10-28,24.60004997253418
DBC,2011-10-31,24.22427749633789
DBC,2011-11-01,23.93589210510254
DBC,2011-11-02,24.084453582763672
DBC,2011-11-03,24.381576538085938
DBC,2011-11-04,24.460227966308594
DBC,2011-11-07,24.818523406982422
DBC,2011-11-08,24.940868377685547
DBC,2011-11-09,24.390316009521484
DBC,2011-11-10,24.364097595214844
DBC,2011-11-11,24.60004997253418
DBC,2011-11-14,24.337881088256836
DBC,2011-11-15,24.51266098022461
DBC,2011-11-16,24.451486587524414
DBC,2011-11-17,23.883459091186523
DBC,2011-11-18,23.8485050201416
DBC,2011-11-21,23.673723220825195
DBC,2011-11-22,23.831026077270508
DBC,2011-11-23,23.47273063659668
DBC,2011-11-25,23.280473709106445
DBC,2011-11-28,23.568859100341797
DBC,2011-11-29,23.874719619750977
DBC,2011-11-30,24.15436553955078
DBC,2011-12-01,24.06697654724121
DBC,2011-12-02,24.276710510253906
DBC,2011-12-05,24.145626068115234
DBC,2011-12-06,24.276710510253906
DBC,2011-12-07,24.06697654724121
DBC,2011-12-08,23.76111602783203
DBC,2011-12-09,23.8485050201416
DBC,2011-12-12,23.54264259338379
DBC,2011-12-13,23.638769149780273
DBC,2011-12-14,22.799835205078125
DBC,2011-12-15,22.686227798461914
DBC,2011-12-16,22.8697452545166
DBC,2011-12-19,22.764877319335938
DBC,2011-12-20,23.28921127319336
DBC,2011-12-21,23.45525360107422
DBC,2011-12-22,23.481470108032227
DBC,2011-12-23,23.595073699951172
DBC,2011-12-27,23.699941635131836
DBC,2011-12-28,23.420297622680664
DBC,2011-12-29,23.490205764770508
DBC,2011-12-30,23.45525360107422
DBC,2012-01-03,24.15436553955078
DBC,2012-01-04,24.337881088256836
DBC,2012-01-05,24.005802154541016
DBC,2012-01-06,24.110671997070313
DBC,2012-01-09,24.13688850402832
DBC,2012-01-10,24.311664581298828
DBC,2012-01-11,24.24175453186035
DBC,2012-01-12,23.900936126708984
DBC,2012-01-13,23.8485050201416
DBC,2012-01-17,24.014541625976563
DBC,2012-01-18,24.02328109741211
DBC,2012-01-19,24.128149032592773
DBC,2012-01-20,23.953369140625
DBC,2012-01-23,24.233016967773438
DBC,2012-01-24,24.276710510253906
DBC,2012-01-25,24.477705001831055
DBC,2012-01-26,24.547618865966797
DBC,2012-01-27,24.635007858276367
DBC,2012-01-30,24.381576538085938
DBC,2012-01-31,24.320405960083008
DBC,2012-02-01,24.3990535736084
DBC,2012-02-02,24.460227966308594
DBC,2012-02-03,24.748611450195313
DBC,2012-02-06,24.87095832824707
DBC,2012-02-07,24.853479385375977
DBC,2012-02-08,24.967084884643555
DBC,2012-02-09,25.09816551208496
DBC,2012-02-10,24.862218856811523
DBC,2012-02-13,24.92339324951172
DBC,2012-02-14,24.914649963378906
DBC,2012-02-15,25.00204086303711
DBC,2012-02-16,25.115644454956055
DBC,2012-02-17,25.07195281982422
DBC,2012-02-21,25.465200424194336
DBC,2012-02-22,25.701154708862305
DBC,2012-02-23,25.77980613708496
DBC,2012-02-24,25.937105178833008
DBC,2012-02-27,25.727371215820313
DBC,2012-02-28,25.718631744384766
DBC,2012-02-29,25.62250518798828
DBC,2012-03-01,26.024494171142578
DBC,2012-03-02,25.762327194213867
DBC,2012-03-05,25.63998031616211
DBC,2012-03-06,25.22051239013672
DBC,2012-03-07,25.33411979675293
DBC,2012-03-08,25.543851852416992
DBC,2012-03-09,25.6137638092041
DBC,2012-03-12,25.578807830810547
DBC,2012-03-13,25.692415237426758
DBC,2012-03-14,25.517635345458984
DBC,2012-03-15,25.535114288330078
DBC,2012-03-16,25.849716186523438
DBC,2012-03-19,25.80602264404297
DBC,2012-03-20,25.491416931152344
DBC,2012-03-21,25.430248260498047
DBC,2012-03-22,25.229251861572266
DBC,2012-03-23,25.473941802978516
DBC,2012-03-26,25.587549209594727
DBC,2012-03-27,25.48267936706543
DBC,2012-03-28,25.237991333007813
DBC,2012-03-29,24.8884334564209
DBC,2012-03-30,25.16807746887207
DBC,2012-04-02,25.491416931152344
DBC,2012-04-03,25.3778133392334
DBC,2012-04-04,24.98456382751465
DBC,2012-04-05,25.080690383911133
DBC,2012-04-09,24.967084884643555
DBC,2012-04-10,24.635007858276367
DBC,2012-04-11,24.69618034362793
DBC,2012-04-12,25.01951789855957
DBC,2012-04-13,24.766088485717773
DBC,2012-04-16,24.521400451660156
DBC,2012-04-17,24.635007858276367
DBC,2012-04-18,24.3990535736084
DBC,2012-04-19,24.407794952392578
DBC,2012-04-20,24.503921508789063
DBC,2012-04-23,24.460227966308594
DBC,2012-04-24,24.460227966308594
DBC,2012-04-25,24.60004997253418
DBC,2012-04-26,24.652482986450195
DBC,2012-04-27,24.73113250732422
DBC,2012-04-30,24.827260971069336
DBC,2012-05-01,24.827260971069336
DBC,2012-05-02,24.503921508789063
DBC,2012-05-03,24.233016967773438
DBC,2012-05-04,23.804807662963867
DBC,2012-05-07,23.75237464904785
DBC,2012-05-08,23.66498565673828
DBC,2012-05-09,23.481470108032227
DBC,2012-05-10,23.490205764770508
DBC,2012-05-11,23.3154296875
DBC,2012-05-14,23.009567260742188
DBC,2012-05-15,23.053260803222656
DBC,2012-05-16,23.02704620361328
DBC,2012-05-17,22.974611282348633
DBC,2012-05-18,22.957136154174805
DBC,2012-05-21,23.26299476623535
DBC,2012-05-22,22.930917739868164
DBC,2012-05-23,22.677490234375
DBC,2012-05-24,22.686227798461914
DBC,2012-05-25,22.764877319335938
DBC,2012-05-29,22.668750762939453
DBC,2012-05-30,22.249279022216797
DBC,2012-05-31,22.057025909423828
DBC,2012-06-01,21.602602005004883
DBC,2012-06-04,21.724946975708008
DBC,2012-06-05,21.64629554748535
DBC,2012-06-06,22.048288345336914
DBC,2012-06-07,21.899723052978516
DBC,2012-06-08,21.969635009765625
DBC,2012-06-11,21.56764793395996
DBC,2012-06-12,21.672513961791992
DBC,2012-06-13,21.506473541259766
DBC,2012-06-14,21.75990104675293
DBC,2012-06-15,21.724946975708008
DBC,2012-06-18,21.74242401123047
DBC,2012-06-19,21.92594337463379
DBC,2012-06-20,21.56764793395996
DBC,2012-06-21,21.10448455810547
DBC,2012-06-22,21.31421661376953
DBC,2012-06-25,21.532690048217773
DBC,2012-06-26,21.681251525878906
DBC,2012-06-27,21.80359649658203
DBC,2012-06-28,21.56764793395996
DBC,2012-06-29,22.502708435058594
DBC,2012-07-02,22.459014892578125
DBC,2012-07-03,23.088218688964844
DBC,2012-07-05,23.175607681274414
DBC,2012-07-06,22.642532348632813
DBC,2012-07-09,23.044525146484375
DBC,2012-07-10,22.74740219116211
DBC,2012-07-11,23.00082778930664
DBC,2012-07-12,23.053260803222656
DBC,2012-07-13,23.332908630371094
DBC,2012-07-16,23.621292114257813
DBC,2012-07-17,23.647506713867188
DBC,2012-07-18,23.857242584228516
DBC,2012-07-19,24.145626068115234
DBC,2012-07-20,24.145626068115234
DBC,2012-07-23,23.638769149780273
DBC,2012-07-24,23.498947143554688
DBC,2012-07-25,23.673723220825195
DBC,2012-07-26,23.717418670654297
DBC,2012-07-27,23.962106704711914
DBC,2012-07-30,24.101932525634766
DBC,2012-07-31,23.813549041748047
DBC,2012-08-01,23.8485050201416
DBC,2012-08-02,23.647506713867188
DBC,2012-08-03,24.049497604370117
DBC,2012-08-06,24.189321517944336
DBC,2012-08-07,24.37283706665039
DBC,2012-08-08,24.4427490234375
DBC,2012-08-09,24.643747329711914
DBC,2012-08-10,24.51266098022461
DBC,2012-08-13,24.320405960083008
DBC,2012-08-14,24.346620559692383
DBC,2012-08-15,24.556354522705078
DBC,2012-08-16,24.652482986450195
DBC,2012-08-17,24.687437057495117
DBC,2012-08-20,24.801044464111328
DBC,2012-08-21,25.02825927734375
DBC,2012-08-22,25.15934181213379
DBC,2012-08-23,25.036996841430664
DBC,2012-08-24,24.92339324951172
DBC,2012-08-27,24.809782028198242
DBC,2012-08-28,24.827260971069336
DBC,2012-08-29,24.87095832824707
DBC,2012-08-30,24.897174835205078
DBC,2012-08-31,25.15934181213379
DBC,2012-09-04,25.16807746887207
DBC,2012-09-05,25.04573631286621
DBC,2012-09-06,25.036996841430664
DBC,2012-09-07,25.316640853881836
DBC,2012-09-10,25.35159683227539
DBC,2012-09-11,25.40403175354004
DBC,2012-09-12,25.535114288330078
DBC,2012-09-13,25.70989418029785
DBC,2012-09-14,25.980796813964844
DBC,2012-09-17,25.26420783996582
DBC,2012-09-18,25.080690383911133
DBC,2012-09-19,24.713655471801758
DBC,2012-09-20,24.853479385375977
DBC,2012-09-21,25.01951789855957
DBC,2012-09-24,24.757349014282227
DBC,2012-09-25,24.783567428588867
DBC,2012-09-26,24.608789443969727
DBC,2012-09-27,24.914649963378906
DBC,2012-09-28,25.063213348388672
DBC,2012-10-01,25.09816551208496
DBC,2012-10-02,24.967084884643555
DBC,2012-10-03,24.538877487182617
DBC,2012-10-04,25.07195281982422
DBC,2012-10-05,24.940868377685547
DBC,2012-10-08,24.87095832824707
DBC,2012-10-09,25.054475784301758
DBC,2012-10-10,25.01078224182129
DBC,2012-10-11,25.299165725708008
DBC,2012-10-12,24.949607849121094
DBC,2012-10-15,24.827260971069336
DBC,2012-10-16,24.84473991394043
DBC,2012-10-17,24.853479385375977
DBC,2012-10-18,24.84473991394043
DBC,2012-10-19,24.468965530395508
DBC,2012-10-22,24.355361938476563
DBC,2012-10-23,24.058237075805664
DBC,2012-10-24,23.988323211669922
DBC,2012-10-25,24.049497604370117
DBC,2012-10-26,24.101932525634766
DBC,2012-10-31,24.084453582763672
DBC,2012-11-01,24.128149032592773
DBC,2012-11-02,23.717418670654297
DBC,2012-11-05,23.91841697692871
DBC,2012-11-06,24.346620559692383
DBC,2012-11-07,23.89219856262207
DBC,2012-11-08,23.927152633666992
DBC,2012-11-09,24.119409561157227
DBC,2012-11-12,24.005802154541016
DBC,2012-11-13,23.962106704711914
DBC,2012-11-14,24.032020568847656
DBC,2012-11-15,23.93589210510254
DBC,2012-11-16,24.04075813293457
DBC,2012-11-19,24.49518394470215
DBC,2012-11-20,24.329143524169922
DBC,2012-11-21,24.434009552001953
DBC,2012-11-23,24.521400451660156
DBC,2012-11-26,24.486446380615234
DBC,2012-11-27,24.451486587524414
DBC,2012-11-28,24.37283706665039
DBC,2012-11-29,24.538877487182617
DBC,2012-11-30,24.556354522705078
DBC,2012-12-03,24.617530822753906
