ticker,date,adjusted
DBC,2010-03-25,20.0383358001709
DBC,2010-03-26,20.073291778564453
DBC,2010-03-29,20.5277156829834
DBC,2010-03-30,20.571409225463867
DBC,2010-03-31,20.553932189941406
DBC,2010-04-01,20.955923080444336
DBC,2010-04-05,21.288002014160156
DBC,2010-04-06,21.27052116394043
DBC,2010-04-07,21.19187355041504
DBC,2010-04-08,21.15691566467285
DBC,2010-04-09,21.200613021850586
DBC,2010-04-12,21.183134078979492
DBC,2010-04-13,21.261783599853516
DBC,2010-04-14,21.5064754486084
DBC,2010-04-15,21.585124969482422
DBC,2010-04-16,21.19187355041504
DBC,2010-04-19,20.92096710205078
DBC,2010-04-20,21.087003707885742
DBC,2010-04-21,21.19187355041504
DBC,2010-04-22,21.244304656982422
DBC,2010-04-23,21.38412857055664
DBC,2010-04-26,21.27926254272461
DBC,2010-04-27,20.955923080444336
DBC,2010-04-28,21.025833129882813
DBC,2010-04-29,21.19187355041504
DBC,2010-04-30,21.357912063598633
DBC,2010-05-03,21.462778091430664
DBC,2010-05-04,20.886011123657227
DBC,2010-05-05,20.414108276367188
DBC,2010-05-06,20.012121200561523
DBC,2010-05-07,19.907251358032227
DBC,2010-05-10,20.291763305664063
DBC,2010-05-11,20.25680923461914
DBC,2010-05-12,20.422847747802734
DBC,2010-05-13,20.248069763183594
DBC,2010-05-14,19.732473373413086
DBC,2010-05-17,19.17318344116211
DBC,2010-05-18,19.14696502685547
DBC,2010-05-19,18.972187042236328
DBC,2010-05-20,18.578937530517578
DBC,2010-05-21,18.77119255065918
DBC,2010-05-24,18.753713607788086
DBC,2010-05-25,18.605154037475586
DBC,2010-05-26,18.806148529052734
DBC,2010-05-27,19.356700897216797
DBC,2010-05-28,19.190658569335938
DBC,2010-06-01,18.832365036010742
DBC,2010-06-02,19.0595760345459
DBC,2010-06-03,19.164443969726563
DBC,2010-06-04,18.57019805908203
DBC,2010-06-07,18.605154037475586
DBC,2010-06-08,18.753713607788086
DBC,2010-06-09,18.84110450744629
DBC,2010-06-10,19.15570640563965
DBC,2010-06-11,19.181922912597656
DBC,2010-06-14,19.23435401916504
DBC,2010-06-15,19.557693481445313
DBC,2010-06-16,19.601390838623047
DBC,2010-06-17,19.61012840270996
DBC,2010-06-18,19.57517433166504
DBC,2010-06-21,19.49652099609375
DBC,2010-06-22,19.452829360961914
DBC,2010-06-23,19.129487991333008
DBC,2010-06-24,19.17318344116211
DBC,2010-06-25,19.52273941040039
DBC,2010-06-28,19.313007354736328
DBC,2010-06-29,18.779932022094727
DBC,2010-06-30,18.849842071533203
DBC,2010-07-01,18.561460494995117
DBC,2010-07-02,18.52650260925293
DBC,2010-07-06,18.578937530517578
DBC,2010-07-07,18.99840545654297
DBC,2010-07-08,19.17318344116211
DBC,2010-07-09,19.208139419555664
DBC,2010-07-12,18.98966407775879
DBC,2010-07-13,19.2955265045166
DBC,2010-07-14,19.260574340820313
DBC,2010-07-15,19.444089889526367
DBC,2010-07-16,19.199399948120117
DBC,2010-07-19,19.181922912597656
DBC,2010-07-20,19.339223861694336
DBC,2010-07-21,19.286788940429688
DBC,2010-07-22,19.671300888061523
DBC,2010-07-23,19.61012840270996
DBC,2010-07-26,19.5926513671875
DBC,2010-07-27,19.382917404174805
DBC,2010-07-28,19.461570739746094
DBC,2010-07-29,19.7412109375
DBC,2010-07-30,20.003381729125977
DBC,2010-08-02,20.387893676757813
DBC,2010-08-03,20.45780372619629
DBC,2010-08-04,20.632583618164063
DBC,2010-08-05,20.536455154418945
DBC,2010-08-06,20.352937698364258
DBC,2010-08-09,20.422847747802734
DBC,2010-08-10,20.204374313354492
DBC,2010-08-11,19.749954223632813
DBC,2010-08-12,19.601390838623047
DBC,2010-08-13,19.583911895751953
DBC,2010-08-16,19.52273941040039
DBC,2010-08-17,19.802385330200195
DBC,2010-08-18,19.723735809326172
DBC,2010-08-19,19.52273941040039
DBC,2010-08-20,19.4003963470459
DBC,2010-08-23,19.269309997558594
DBC,2010-08-24,19.050838470458984
DBC,2010-08-25,19.14696502685547
DBC,2010-08-26,19.365436553955078
DBC,2010-08-27,19.697519302368164
DBC,2010-08-30,19.662561416625977
DBC,2010-08-31,19.4003963470459
DBC,2010-09-01,19.78490447998047
DBC,2010-09-02,19.92473030090332
DBC,2010-09-03,20.02959632873535
DBC,2010-09-07,20.13446617126465
DBC,2010-09-08,20.178157806396484
DBC,2010-09-09,20.064552307128906
DBC,2010-09-10,20.274288177490234
DBC,2010-09-13,20.422847747802734
DBC,2010-09-14,20.484020233154297
DBC,2010-09-15,20.449066162109375
DBC,2010-09-16,20.34419822692871
DBC,2010-09-17,20.414108276367188
DBC,2010-09-20,20.580148696899414
DBC,2010-09-21,20.361675262451172
DBC,2010-09-22,20.484020233154297
DBC,2010-09-23,20.50149917602539
DBC,2010-09-24,20.816099166870117
DBC,2010-09-27,20.67627716064453
DBC,2010-09-28,20.67627716064453
DBC,2010-09-29,20.947181701660156
DBC,2010-09-30,21.069528579711914
DBC,2010-10-01,21.113222122192383
DBC,2010-10-04,21.043312072753906
DBC,2010-10-05,21.471515655517578
DBC,2010-10-06,21.480257034301758
DBC,2010-10-07,21.261783599853516
DBC,2010-10-08,21.969636917114258
DBC,2010-10-11,21.864768981933594
DBC,2010-10-12,21.969636917114258
DBC,2010-10-13,22.07450294494629
DBC,2010-10-14,22.039546966552734
DBC,2010-10-15,21.794858932495117
DBC,2010-10-18,22.013330459594727
DBC,2010-10-19,21.36665153503418
DBC,2010-10-20,21.87350845336914
DBC,2010-10-21,21.60260009765625
DBC,2010-10-22,21.786117553710938
DBC,2010-10-25,21.899723052978516
DBC,2010-10-26,22.013330459594727
DBC,2010-10-27,21.94342041015625
DBC,2010-10-28,22.05702781677246
DBC,2010-10-29,22.004592895507813
DBC,2010-11-01,22.1444149017334
DBC,2010-11-02,22.34541130065918
DBC,2010-11-03,22.450275421142578
DBC,2010-11-04,22.983352661132813
DBC,2010-11-05,23.079477310180664
DBC,2010-11-08,23.14065170288086
DBC,2010-11-09,22.983352661132813
DBC,2010-11-10,23.22804069519043
DBC,2010-11-11,23.035783767700195
DBC,2010-11-12,22.07450294494629
DBC,2010-11-15,22.109458923339844
DBC,2010-11-16,21.45404052734375
DBC,2010-11-17,21.288002014160156
DBC,2010-11-18,21.864768981933594
DBC,2010-11-19,21.550168991088867
DBC,2010-11-22,21.620079040527344
DBC,2010-11-23,21.56764793395996
DBC,2010-11-24,21.969636917114258
DBC,2010-11-26,22.07450294494629
DBC,2010-11-29,22.118196487426758
DBC,2010-11-30,21.908462524414063
DBC,2010-12-01,22.555143356323242
DBC,2010-12-02,22.74740219116211
DBC,2010-12-03,23.035783767700195
DBC,2010-12-06,23.009567260742188
DBC,2010-12-07,22.85226821899414
DBC,2010-12-08,23.02704620361328
DBC,2010-12-09,22.96587371826172
DBC,2010-12-10,22.930917739868164
DBC,2010-12-13,23.158130645751953
DBC,2010-12-14,23.096956253051758
DBC,2010-12-15,23.035783767700195
DBC,2010-12-16,22.957134246826172
DBC,2010-12-17,23.13191032409668
DBC,2010-12-20,23.341644287109375
DBC,2010-12-21,23.49020767211914
DBC,2010-12-22,23.612552642822266
DBC,2010-12-23,23.699939727783203
DBC,2010-12-27,23.656248092651367
DBC,2010-12-28,23.909677505493164
DBC,2010-12-29,23.91841697692871
DBC,2010-12-30,23.63003158569336
DBC,2010-12-31,24.075714111328125
DBC,2011-01-03,24.180583953857422
DBC,2011-01-04,23.857240676879883
DBC,2011-01-05,24.110671997070313
DBC,2011-01-06,23.787330627441406
DBC,2011-01-07,23.699939727783203
DBC,2011-01-10,23.97958755493164
DBC,2011-01-11,24.250492095947266
DBC,2011-01-12,24.407794952392578
DBC,2011-01-13,24.37283706665039
DBC,2011-01-14,24.486446380615234
DBC,2011-01-18,24.460229873657227
DBC,2011-01-19,24.434011459350586
DBC,2011-01-20,24.189319610595703
DBC,2011-01-21,24.434011459350586
DBC,2011-01-24,24.224275588989258
DBC,2011-01-25,23.91841697692871
DBC,2011-01-26,24.451486587524414
DBC,2011-01-27,24.24175453186035
DBC,2011-01-28,24.547618865966797
DBC,2011-01-31,24.93212890625
DBC,2011-02-01,25.115646362304688
DBC,2011-02-02,25.36033821105957
DBC,2011-02-03,25.19429588317871
DBC,2011-02-04,25.054475784301758
DBC,2011-02-07,24.98456382751465
DBC,2011-02-08,25.15060043334961
DBC,2011-02-09,25.272947311401367
DBC,2011-02-10,25.124385833740234
DBC,2011-02-11,25.036996841430664
DBC,2011-02-14,25.15934181213379
DBC,2011-02-15,24.836002349853516
DBC,2011-02-16,25.019515991210938
DBC,2011-02-17,25.098169326782227
DBC,2011-02-18,25.071950912475586
DBC,2011-02-22,25.036996841430664
DBC,2011-02-23,25.596288681030273
DBC,2011-02-24,25.369075775146484
DBC,2011-02-25,25.928361892700195
DBC,2011-02-28,25.97205924987793
DBC,2011-03-01,26.36530876159668
DBC,2011-03-02,26.470178604125977
DBC,2011-03-03,26.461441040039063
DBC,2011-03-04,26.5925235748291
DBC,2011-03-07,26.470178604125977
DBC,2011-03-08,26.24296760559082
DBC,2011-03-09,26.34783363342285
DBC,2011-03-10,25.919628143310547
DBC,2011-03-11,25.77106475830078
DBC,2011-03-14,25.840974807739258
DBC,2011-03-15,24.897174835205078
DBC,2011-03-16,25.045734405517578
DBC,2011-03-17,25.823497772216797
DBC,2011-03-18,25.97205924987793
DBC,2011-03-21,26.094406127929688
DBC,2011-03-22,26.286663055419922
DBC,2011-03-23,26.339094161987305
DBC,2011-03-24,26.426485061645508
DBC,2011-03-25,26.49639320373535
DBC,2011-03-28,26.138099670410156
DBC,2011-03-29,26.286663055419922
DBC,2011-03-30,26.251707077026367
DBC,2011-03-31,26.662437438964844
DBC,2011-04-01,26.845951080322266
DBC,2011-04-04,27.09064292907715
DBC,2011-04-05,27.11685562133789
DBC,2011-04-06,27.19550895690918
DBC,2011-04-07,27.247940063476563
DBC,2011-04-08,27.894620895385742
DBC,2011-04-11,27.379024505615234
DBC,2011-04-12,26.81973648071289
DBC,2011-04-13,27.029468536376953
DBC,2011-04-14,27.099382400512695
DBC,2011-04-15,27.23920249938965
DBC,2011-04-18,27.073163986206055
DBC,2011-04-19,27.0819034576416
DBC,2011-04-20,27.510107040405273
DBC,2011-04-21,27.711103439331055
DBC,2011-04-25,27.63245391845703
DBC,2011-04-26,27.623716354370117
DBC,2011-04-27,27.789752960205078
DBC,2011-04-28,27.588760375976563
DBC,2011-04-29,27.877145767211914
DBC,2011-05-02,27.59749984741211
DBC,2011-05-03,27.309114456176758
DBC,2011-05-04,26.872167587280273
DBC,2011-05-05,25.071950912475586
DBC,2011-05-06,24.993301391601563
DBC,2011-05-09,25.910890579223633
DBC,2011-05-10,26.146839141845703
DBC,2011-05-11,25.307899475097656
DBC,2011-05-12,25.334117889404297
DBC,2011-05-13,25.3778133392334
DBC,2011-05-16,25.045734405517578
DBC,2011-05-17,25.106908798217773
DBC,2011-05-18,25.613765716552734
DBC,2011-05-19,25.412769317626953
DBC,2011-05-20,25.648723602294922
DBC,2011-05-23,25.237993240356445
DBC,2011-05-24,25.57880973815918
DBC,2011-05-25,26.041973114013672
DBC,2011-05-26,26.138099670410156
DBC,2011-05-27,26.286663055419922
DBC,2011-05-31,26.435222625732422
DBC,2011-06-01,26.1031436920166
DBC,2011-06-02,26.330354690551758
DBC,2011-06-03,26.435222625732422
DBC,2011-06-06,26.12936019897461
DBC,2011-06-07,26.374052047729492
DBC,2011-06-08,26.5925235748291
DBC,2011-06-09,26.7410831451416
DBC,2011-06-10,26.461441040039063
DBC,2011-06-13,26.286663055419922
DBC,2011-06-14,26.470178604125977
DBC,2011-06-15,25.762327194213867
DBC,2011-06-16,25.657459259033203
DBC,2011-06-17,25.543853759765625
DBC,2011-06-20,25.404029846191406
DBC,2011-06-21,25.4215087890625
DBC,2011-06-22,25.535114288330078
DBC,2011-06-23,24.993301391601563
DBC,2011-06-24,24.696178436279297
DBC,2011-06-27,24.687437057495117
DBC,2011-06-28,25.124385833740234
DBC,2011-06-29,25.57880973815918
DBC,2011-06-30,25.307899475097656
DBC,2011-07-01,25.342859268188477
DBC,2011-07-05,25.683673858642578
DBC,2011-07-06,25.674938201904297
DBC,2011-07-07,26.21674919128418
DBC,2011-07-08,26.190528869628906
DBC,2011-07-11,25.98953628540039
DBC,2011-07-12,26.21674919128418
DBC,2011-07-13,26.57504653930664
DBC,2011-07-14,26.426485061645508
DBC,2011-07-15,26.662437438964844
DBC,2011-07-18,26.513874053955078
DBC,2011-07-19,26.697389602661133
DBC,2011-07-20,26.784778594970703
DBC,2011-07-21,26.65369415283203
DBC,2011-07-22,26.872167587280273
DBC,2011-07-25,26.7410831451416
DBC,2011-07-26,26.950820922851563
DBC,2011-07-27,26.767301559448242
DBC,2011-07-28,26.679912567138672
DBC,2011-07-29,26.461441040039063
DBC,2011-08-01,26.461441040039063
DBC,2011-08-02,26.461441040039063
DBC,2011-08-03,26.068187713623047
DBC,2011-08-04,25.080692291259766
DBC,2011-08-05,25.185558319091797
DBC,2011-08-08,24.250492095947266
DBC,2011-08-09,24.486446380615234
DBC,2011-08-10,24.591312408447266
DBC,2011-08-11,25.124385833740234
DBC,2011-08-12,25.089427947998047
DBC,2011-08-15,25.39529037475586
DBC,2011-08-16,25.39529037475586
DBC,2011-08-17,25.613765716552734
DBC,2011-08-18,24.98456382751465
DBC,2011-08-19,25.430246353149414
DBC,2011-08-22,25.47394371032715
DBC,2011-08-23,25.736112594604492
DBC,2011-08-24,25.47394371032715
DBC,2011-08-25,25.587549209594727
DBC,2011-08-26,25.875932693481445
DBC,2011-08-29,25.963321685791016
DBC,2011-08-30,26.312877655029297
DBC,2011-08-31,26.3565731048584
DBC,2011-09-01,26.17305564880371
DBC,2011-09-02,26.033233642578125
DBC,2011-09-06,25.945842742919922
DBC,2011-09-07,26.181793212890625
DBC,2011-09-08,26.007015228271484
DBC,2011-09-09,25.596288681030273
DBC,2011-09-12,25.535114288330078
DBC,2011-09-13,25.456462860107422
DBC,2011-09-14,25.334117889404297
DBC,2011-09-15,25.438983917236328
DBC,2011-09-16,25.325380325317383
DBC,2011-09-19,24.897174835205078
DBC,2011-09-20,24.85348129272461
DBC,2011-09-21,24.486446380615234
DBC,2011-09-22,23.621294021606445
DBC,2011-09-23,23.20182228088379
DBC,2011-09-26,23.280473709106445
DBC,2011-09-27,23.673725128173828
DBC,2011-09-28,23.035783767700195
DBC,2011-09-29,23.306690216064453
DBC,2011-09-30,22.50271224975586
DBC,2011-10-03,22.38910484313965
DBC,2011-10-04,22.34541130065918
DBC,2011-10-05,22.660009384155273
DBC,2011-10-06,23.13191032409668
DBC,2011-10-07,23.02704620361328
DBC,2011-10-10,23.54264259338379
DBC,2011-10-11,23.717418670654297
DBC,2011-10-12,23.7611141204834
DBC,2011-10-13,23.813547134399414
DBC,2011-10-14,24.355361938476563
DBC,2011-10-17,24.005802154541016
DBC,2011-10-18,24.136886596679688
DBC,2011-10-19,23.664987564086914
DBC,2011-10-20,23.63003158569336
DBC,2011-10-21,23.75237464904785
DBC,2011-10-24,24.128149032592773
DBC,2011-10-25,24.20680046081543
DBC,2011-10-26,24.06697654724121
DBC,2011-10-27,24.704917907714844
DBC,2011-10-28,24.60004997253418
DBC,2011-10-31,24.224275588989258
DBC,2011-11-01,23.935894012451172
DBC,2011-11-02,24.084453582763672
DBC,2011-11-03,24.381576538085938
DBC,2011-11-04,24.460229873657227
DBC,2011-11-07,24.818523406982422
DBC,2011-11-08,24.940868377685547
DBC,2011-11-09,24.390316009521484
DBC,2011-11-10,24.364097595214844
DBC,2011-11-11,24.60004997253418
DBC,2011-11-14,24.33788299560547
DBC,2011-11-15,24.512659072875977
DBC,2011-11-16,24.451486587524414
DBC,2011-11-17,23.883459091186523
DBC,2011-11-18,23.84850311279297
DBC,2011-11-21,23.673725128173828
DBC,2011-11-22,23.831024169921875
DBC,2011-11-23,23.47273063659668
DBC,2011-11-25,23.280473709106445
DBC,2011-11-28,23.56885528564453
DBC,2011-11-29,23.874719619750977
DBC,2011-11-30,24.15436553955078
DBC,2011-12-01,24.06697654724121
DBC,2011-12-02,24.276710510253906
DBC,2011-12-05,24.145626068115234
DBC,2011-12-06,24.276710510253906
DBC,2011-12-07,24.06697654724121
DBC,2011-12-08,23.7611141204834
DBC,2011-12-09,23.84850311279297
DBC,2011-12-12,23.54264259338379
DBC,2011-12-13,23.63876724243164
DBC,2011-12-14,22.799833297729492
DBC,2011-12-15,22.68622589111328
DBC,2011-12-16,22.8697452545166
DBC,2011-12-19,22.764877319335938
DBC,2011-12-20,23.289213180541992
DBC,2011-12-21,23.455251693725586
DBC,2011-12-22,23.481470108032227
DBC,2011-12-23,23.595073699951172
DBC,2011-12-27,23.699939727783203
DBC,2011-12-28,23.420297622680664
DBC,2011-12-29,23.49020767211914
DBC,2011-12-30,23.455251693725586
DBC,2012-01-03,24.15436553955078
DBC,2012-01-04,24.33788299560547
DBC,2012-01-05,24.005802154541016
DBC,2012-01-06,24.110671997070313
DBC,2012-01-09,24.136886596679688
DBC,2012-01-10,24.311664581298828
DBC,2012-01-11,24.24175453186035
DBC,2012-01-12,23.900936126708984
DBC,2012-01-13,23.84850311279297
DBC,2012-01-17,24.014541625976563
DBC,2012-01-18,24.023283004760742
DBC,2012-01-19,24.128149032592773
DBC,2012-01-20,23.953369140625
DBC,2012-01-23,24.233015060424805
DBC,2012-01-24,24.276710510253906
DBC,2012-01-25,24.477705001831055
DBC,2012-01-26,24.547618865966797
DBC,2012-01-27,24.635005950927734
DBC,2012-01-30,24.381576538085938
DBC,2012-01-31,24.320404052734375
DBC,2012-02-01,24.39905548095703
DBC,2012-02-02,24.460229873657227
DBC,2012-02-03,24.748611450195313
DBC,2012-02-06,24.870954513549805
DBC,2012-02-07,24.85348129272461
DBC,2012-02-08,24.967084884643555
DBC,2012-02-09,25.098169326782227
DBC,2012-02-10,24.862220764160156
DBC,2012-02-13,24.92339324951172
DBC,2012-02-14,24.914649963378906
DBC,2012-02-15,25.002038955688477
DBC,2012-02-16,25.115646362304688
DBC,2012-02-17,25.071950912475586
DBC,2012-02-21,25.465200424194336
DBC,2012-02-22,25.701154708862305
DBC,2012-02-23,25.77980613708496
DBC,2012-02-24,25.937105178833008
DBC,2012-02-27,25.727371215820313
DBC,2012-02-28,25.718631744384766
DBC,2012-02-29,25.62250328063965
DBC,2012-03-01,26.02449607849121
DBC,2012-03-02,25.762327194213867
DBC,2012-03-05,25.63998031616211
DBC,2012-03-06,25.22051429748535
DBC,2012-03-07,25.334117889404297
DBC,2012-03-08,25.543853759765625
DBC,2012-03-09,25.613765716552734
DBC,2012-03-12,25.57880973815918
DBC,2012-03-13,25.692413330078125
DBC,2012-03-14,25.517637252807617
DBC,2012-03-15,25.535114288330078
DBC,2012-03-16,25.849716186523438
DBC,2012-03-19,25.806020736694336
DBC,2012-03-20,25.491418838500977
DBC,2012-03-21,25.430246353149414
DBC,2012-03-22,25.2292537689209
DBC,2012-03-23,25.47394371032715
DBC,2012-03-26,25.587549209594727
DBC,2012-03-27,25.482681274414063
DBC,2012-03-28,25.237993240356445
DBC,2012-03-29,24.888431549072266
DBC,2012-03-30,25.168079376220703
DBC,2012-04-02,25.491418838500977
DBC,2012-04-03,25.3778133392334
DBC,2012-04-04,24.98456382751465
DBC,2012-04-05,25.080692291259766
DBC,2012-04-09,24.967084884643555
DBC,2012-04-10,24.635005950927734
DBC,2012-04-11,24.696178436279297
DBC,2012-04-12,25.019515991210938
DBC,2012-04-13,24.766088485717773
DBC,2012-04-16,24.521400451660156
DBC,2012-04-17,24.635005950927734
DBC,2012-04-18,24.39905548095703
DBC,2012-04-19,24.407794952392578
DBC,2012-04-20,24.503921508789063
DBC,2012-04-23,24.460229873657227
DBC,2012-04-24,24.460229873657227
DBC,2012-04-25,24.60004997253418
DBC,2012-04-26,24.652482986450195
DBC,2012-04-27,24.73113441467285
DBC,2012-04-30,24.827260971069336
DBC,2012-05-01,24.827260971069336
DBC,2012-05-02,24.503921508789063
DBC,2012-05-03,24.233015060424805
DBC,2012-05-04,23.8048095703125
DBC,2012-05-07,23.75237464904785
DBC,2012-05-08,23.664987564086914
DBC,2012-05-09,23.481470108032227
DBC,2012-05-10,23.49020767211914
DBC,2012-05-11,23.3154296875
DBC,2012-05-14,23.009567260742188
DBC,2012-05-15,23.053260803222656
DBC,2012-05-16,23.02704620361328
DBC,2012-05-17,22.974611282348633
DBC,2012-05-18,22.957134246826172
DBC,2012-05-21,23.26299476623535
DBC,2012-05-22,22.930917739868164
DBC,2012-05-23,22.677490234375
DBC,2012-05-24,22.68622589111328
DBC,2012-05-25,22.764877319335938
DBC,2012-05-29,22.66874885559082
DBC,2012-05-30,22.249279022216797
DBC,2012-05-31,22.05702781677246
DBC,2012-06-01,21.60260009765625
DBC,2012-06-04,21.724946975708008
DBC,2012-06-05,21.64629554748535
DBC,2012-06-06,22.04828643798828
DBC,2012-06-07,21.899723052978516
DBC,2012-06-08,21.969636917114258
DBC,2012-06-11,21.56764793395996
DBC,2012-06-12,21.67251205444336
DBC,2012-06-13,21.5064754486084
DBC,2012-06-14,21.75990104675293
DBC,2012-06-15,21.724946975708008
DBC,2012-06-18,21.74242401123047
DBC,2012-06-19,21.92594337463379
DBC,2012-06-20,21.56764793395996
DBC,2012-06-21,21.104482650756836
DBC,2012-06-22,21.314218521118164
DBC,2012-06-25,21.532690048217773
DBC,2012-06-26,21.68125343322754
DBC,2012-06-27,21.803598403930664
DBC,2012-06-28,21.56764793395996
DBC,2012-06-29,22.50271224975586
DBC,2012-07-02,22.459014892578125
DBC,2012-07-03,23.08821678161621
DBC,2012-07-05,23.17560577392578
DBC,2012-07-06,22.64253044128418
DBC,2012-07-09,23.044523239135742
DBC,2012-07-10,22.74740219116211
DBC,2012-07-11,23.00082778930664
DBC,2012-07-12,23.053260803222656
DBC,2012-07-13,23.332908630371094
DBC,2012-07-16,23.621294021606445
DBC,2012-07-17,23.64750862121582
DBC,2012-07-18,23.857240676879883
DBC,2012-07-19,24.145626068115234
DBC,2012-07-20,24.145626068115234
DBC,2012-07-23,23.63876724243164
DBC,2012-07-24,23.498947143554688
DBC,2012-07-25,23.673725128173828
DBC,2012-07-26,23.717418670654297
DBC,2012-07-27,23.962106704711914
DBC,2012-07-30,24.101930618286133
DBC,2012-07-31,23.813547134399414
DBC,2012-08-01,23.84850311279297
DBC,2012-08-02,23.64750862121582
DBC,2012-08-03,24.04949951171875
DBC,2012-08-06,24.189319610595703
DBC,2012-08-07,24.37283706665039
DBC,2012-08-08,24.4427490234375
DBC,2012-08-09,24.64374542236328
DBC,2012-08-10,24.512659072875977
DBC,2012-08-13,24.320404052734375
DBC,2012-08-14,24.346622467041016
DBC,2012-08-15,24.55635643005371
DBC,2012-08-16,24.652482986450195
DBC,2012-08-17,24.687437057495117
DBC,2012-08-20,24.801044464111328
DBC,2012-08-21,25.028257369995117
DBC,2012-08-22,25.15934181213379
DBC,2012-08-23,25.036996841430664
DBC,2012-08-24,24.92339324951172
DBC,2012-08-27,24.809783935546875
DBC,2012-08-28,24.827260971069336
DBC,2012-08-29,24.870954513549805
DBC,2012-08-30,24.897174835205078
DBC,2012-08-31,25.15934181213379
DBC,2012-09-04,25.168079376220703
DBC,2012-09-05,25.045734405517578
DBC,2012-09-06,25.036996841430664
DBC,2012-09-07,25.316640853881836
DBC,2012-09-10,25.35159683227539
DBC,2012-09-11,25.404029846191406
DBC,2012-09-12,25.535114288330078
DBC,2012-09-13,25.70989227294922
DBC,2012-09-14,25.980798721313477
DBC,2012-09-17,25.264205932617188
DBC,2012-09-18,25.080692291259766
DBC,2012-09-19,24.713655471801758
DBC,2012-09-20,24.85348129272461
DBC,2012-09-21,25.019515991210938
DBC,2012-09-24,24.757349014282227
DBC,2012-09-25,24.783567428588867
DBC,2012-09-26,24.608787536621094
DBC,2012-09-27,24.914649963378906
DBC,2012-09-28,25.06321144104004
DBC,2012-10-01,25.098169326782227
DBC,2012-10-02,24.967084884643555
DBC,2012-10-03,24.538877487182617
DBC,2012-10-04,25.071950912475586
DBC,2012-10-05,24.940868377685547
DBC,2012-10-08,24.870954513549805
DBC,2012-10-09,25.054475784301758
DBC,2012-10-10,25.010780334472656
DBC,2012-10-11,25.299165725708008
DBC,2012-10-12,24.949607849121094
DBC,2012-10-15,24.827260971069336
DBC,2012-10-16,24.844741821289063
DBC,2012-10-17,24.85348129272461
DBC,2012-10-18,24.844741821289063
DBC,2012-10-19,24.46896743774414
DBC,2012-10-22,24.355361938476563
DBC,2012-10-23,24.058238983154297
DBC,2012-10-24,23.988325119018555
DBC,2012-10-25,24.04949951171875
DBC,2012-10-26,24.101930618286133
DBC,2012-10-31,24.084453582763672
DBC,2012-11-01,24.128149032592773
DBC,2012-11-02,23.717418670654297
DBC,2012-11-05,23.91841697692871
DBC,2012-11-06,24.346622467041016
DBC,2012-11-07,23.89219856262207
DBC,2012-11-08,23.927154541015625
DBC,2012-11-09,24.119409561157227
DBC,2012-11-12,24.005802154541016
DBC,2012-11-13,23.962106704711914
DBC,2012-11-14,24.032020568847656
DBC,2012-11-15,23.935894012451172
DBC,2012-11-16,24.040760040283203
DBC,2012-11-19,24.49518394470215
DBC,2012-11-20,24.329145431518555
DBC,2012-11-21,24.434011459350586
DBC,2012-11-23,24.521400451660156
DBC,2012-11-26,24.486446380615234
DBC,2012-11-27,24.451486587524414
DBC,2012-11-28,24.37283706665039
DBC,2012-11-29,24.538877487182617
DBC,2012-11-30,24.55635643005371
DBC,2012-12-03,24.617528915405273
